instrument1,instrument2,period,frequency,entry_id
MULT3,NATU3,1D,1T,3
EGIE3,SUZB3,1D,1S,1
ITUB4,RAIL3,1D,1S,2
CURY3,VIVT3,1D,1H,2
CYRE3,GOAU4,1D,1T,3
BRAV3,PSSA3,1D,1T,3
MULT3,VALE3,1D,1T,2
BBDC3,MOTV3,1D,1T,3
ISAE4,KLBN11,1D,1T,2
ELET6,PETR3,1D,1T,2
EQTL3,NATU3,1D,1T,2
GGBR4,PETR3,1D,1T,3
ELET6,RADL3,1D,1S,1
ELET6,YDUQ3,1D,1H,2
ALOS3,UGPA3,1D,1T,3
FLRY3,RENT3,1D,1H,1
BRAP4,UGPA3,1D,1T,2
CURY3,PRIO3,1D,1T,3
AZZA3,TIMS3,1D,1S,3
CURY3,YDUQ3,1D,1H,2
FLRY3,MGLU3,1D,1S,3
ALOS3,PSSA3,1D,1T,3
MRVE3,SBSP3,1D,1S,1
CURY3,EQTL3,1D,1S,2
BBDC3,SUZB3,1D,1T,3
BPAC11,PRIO3,1D,1T,3
BRAV3,CSNA3,1D,1S,1
BPAC11,CMIG4,1D,1S,2
B3SA3,EGIE3,1D,1S,2
CURY3,RECV3,1D,1T,1
CYRE3,DIRR3,1D,1S,2
ALOS3,MBRF3,1D,1H,1
CPFE3,MOTV3,1D,1H,1
BPAC11,TIMS3,1D,1T,2
BRKM5,ENGI11,1D,1T,1
KLBN11,PCAR3,1D,1T,3
FLRY3,YDUQ3,1D,1H,2
CURY3,MRVE3,1D,1H,2
CSAN3,PETR3,1D,1S,1
BBSE3,VBBR3,1D,1T,1
MGLU3,UGPA3,1D,1S,1
BBDC3,FLRY3,1D,1T,2
MGLU3,PETR3,1D,1T,2
EGIE3,NATU3,1D,1S,3
ABEV3,RECV3,1D,1S,3
AURE3,USIM5,1D,1T,3
CYRE3,ITUB4,1D,1H,1
SLCE3,UGPA3,1D,1H,3
CXSE3,COGN3,1D,1H,3
CMIN3,UGPA3,1D,1S,3
COGN3,VIVT3,1D,1S,3
ABEV3,CMIN3,1D,1T,1
BRKM5,CSAN3,1D,1S,2
BRAV3,EGIE3,1D,1H,2
IRBR3,CSNA3,1D,1H,3
EMBR3,GOAU4,1D,1S,3
AURE3,ITSA4,1D,1S,1
ALOS3,BBAS3,1D,1T,2
PSSA3,YDUQ3,1D,1T,3
AZZA3,CSAN3,1D,1T,1
HAPV3,SLCE3,1D,1S,1
AURE3,CXSE3,1D,1H,3
GGBR4,VIVA3,1D,1S,3
PETR4,VAMO3,1D,1S,1
AZZA3,ENGI11,1D,1S,2
ELET6,RADL3,1D,1H,2
BRAP4,ELET3,1D,1H,3
ENGI11,MRVE3,1D,1S,3
CXSE3,RENT3,1D,1T,2
AZZA3,CURY3,1D,1S,2
NATU3,TOTS3,1D,1T,1
CVCB3,UGPA3,1D,1H,1
KLBN11,SUZB3,1D,1T,2
EMBR3,BEEF3,1D,1S,2
BBDC3,CMIG4,1D,1S,3
ASAI3,DIRR3,1D,1H,1
BBSE3,CPFE3,1D,1H,1
COGN3,SLCE3,1D,1T,2
ASAI3,BRAV3,1D,1S,3
BEEF3,RADL3,1D,1H,1
CXSE3,CMIN3,1D,1H,3
ISAE4,PSSA3,1D,1H,1
PCAR3,TAEE11,1D,1T,1
CXSE3,CMIG4,1D,1S,3
ALOS3,IRBR3,1D,1S,2
BRAV3,POMO4,1D,1S,3
ISAE4,SMFT3,1D,1S,1
BRAV3,COGN3,1D,1S,2
CXSE3,POMO4,1D,1T,1
CYRE3,SLCE3,1D,1S,2
LREN3,MRVE3,1D,1H,2
ASAI3,RDOR3,1D,1S,3
NATU3,USIM5,1D,1S,2
BEEF3,MULT3,1D,1T,3
B3SA3,CPFE3,1D,1T,2
BRAV3,GOAU4,1D,1H,2
CVCB3,MRVE3,1D,1S,3
CYRE3,GOAU4,1D,1S,1
COGN3,CMIN3,1D,1H,1
BRAP4,USIM5,1D,1T,3
DIRR3,TOTS3,1D,1T,2
BBAS3,CEAB3,1D,1T,3
VIVT3,TIMS3,1D,1T,2
ELET3,POMO4,1D,1H,1
SUZB3,USIM5,1D,1H,2
RAIZ4,SMFT3,1D,1H,3
COGN3,RAIZ4,1D,1H,3
ABEV3,AZZA3,1D,1H,1
ELET3,YDUQ3,1D,1T,3
CXSE3,IRBR3,1D,1H,2
BRAV3,SLCE3,1D,1T,2
CEAB3,CSNA3,1D,1H,1
B3SA3,RDOR3,1D,1T,2
BRKM5,RAIL3,1D,1S,1
GGBR4,RDOR3,1D,1S,1
ALOS3,TAEE11,1D,1T,2
TAEE11,USIM5,1D,1H,1
CURY3,SANB11,1D,1S,3
USIM5,WEGE3,1D,1T,1
ELET3,TAEE11,1D,1S,2
BBSE3,BBDC3,1D,1T,3
HAPV3,BEEF3,1D,1S,1
AURE3,GGBR4,1D,1H,3
PSSA3,SLCE3,1D,1T,1
ASAI3,VIVT3,1D,1H,3
CMIN3,SANB11,1D,1T,2
TAEE11,YDUQ3,1D,1S,2
BBDC3,ITUB4,1D,1T,2
ISAE4,LREN3,1D,1H,3
CEAB3,VAMO3,1D,1T,3
COGN3,YDUQ3,1D,1H,2
BPAC11,SUZB3,1D,1S,1
COGN3,HYPE3,1D,1S,2
AURE3,B3SA3,1D,1H,1
KLBN11,TOTS3,1D,1H,3
BPAC11,CPLE6,1D,1T,3
BBDC3,ELET3,1D,1H,2
PRIO3,RAIL3,1D,1T,2
PRIO3,TIMS3,1D,1T,1
MULT3,RECV3,1D,1S,3
B3SA3,SLCE3,1D,1S,2
PETR4,RAIL3,1D,1S,1
CPFE3,POMO4,1D,1H,2
AZZA3,YDUQ3,1D,1T,2
BBSE3,CSAN3,1D,1H,1
CSAN3,RDOR3,1D,1S,3
KLBN11,RAIZ4,1D,1S,1
RECV3,RAIZ4,1D,1S,3
CYRE3,PCAR3,1D,1T,2
BBDC3,EGIE3,1D,1T,2
FLRY3,USIM5,1D,1T,3
BRAP4,EMBR3,1D,1T,1
ABEV3,VIVT3,1D,1T,2
ELET6,RDOR3,1D,1T,2
BBAS3,UGPA3,1D,1T,3
DIRR3,PCAR3,1D,1H,1
BRKM5,HAPV3,1D,1T,2
MGLU3,SANB11,1D,1T,1
PRIO3,VALE3,1D,1H,1
HAPV3,TIMS3,1D,1S,2
ABEV3,KLBN11,1D,1S,2
EGIE3,MBRF3,1D,1T,1
CEAB3,ENEV3,1D,1S,2
CMIG4,USIM5,1D,1H,3
DIRR3,TOTS3,1D,1T,3
BRAV3,SANB11,1D,1T,2
ABEV3,ITSA4,1D,1T,1
B3SA3,BRKM5,1D,1T,2
ENEV3,YDUQ3,1D,1H,3
GOAU4,PETR4,1D,1H,1
CPLE6,SBSP3,1D,1S,2
MULT3,PSSA3,1D,1T,1
BBDC3,ITUB4,1D,1H,3
ABEV3,EGIE3,1D,1S,2
ENEV3,VAMO3,1D,1S,2
ASAI3,MRVE3,1D,1H,1
IRBR3,WEGE3,1D,1S,3
HYPE3,PRIO3,1D,1T,2
BBSE3,SBSP3,1D,1H,2
BEEF3,VIVA3,1D,1T,2
BRAP4,EQTL3,1D,1H,3
CVCB3,CSNA3,1D,1S,2
NATU3,SMFT3,1D,1H,3
EQTL3,ISAE4,1D,1T,1
CYRE3,SUZB3,1D,1S,2
FLRY3,SBSP3,1D,1S,3
HYPE3,VIVT3,1D,1H,1
BPAC11,BEEF3,1D,1H,2
PETR4,VBBR3,1D,1T,2
CURY3,WEGE3,1D,1T,1
PCAR3,TOTS3,1D,1T,2
BBDC3,VIVT3,1D,1H,3
CVCB3,MGLU3,1D,1H,1
CSAN3,RAIL3,1D,1S,1
BEEF3,PCAR3,1D,1S,2
BRKM5,WEGE3,1D,1S,3
LREN3,SMFT3,1D,1S,3
CMIG4,NATU3,1D,1S,1
CURY3,VBBR3,1D,1H,1
BEEF3,PRIO3,1D,1S,3
FLRY3,PSSA3,1D,1H,1
MOTV3,MULT3,1D,1T,2
BRAV3,UGPA3,1D,1H,1
BRKM5,COGN3,1D,1H,1
B3SA3,RAIZ4,1D,1S,2
BBDC3,CPLE6,1D,1T,1
ENEV3,UGPA3,1D,1H,1
AZZA3,GOAU4,1D,1H,2
CSAN3,YDUQ3,1D,1S,2
CPLE6,KLBN11,1D,1T,2
BEEF3,NATU3,1D,1H,3
BRKM5,ITSA4,1D,1T,2
GOAU4,VIVA3,1D,1H,3
CURY3,KLBN11,1D,1H,1
BEEF3,MOTV3,1D,1S,1
BBSE3,RAIL3,1D,1H,2
ABEV3,BRKM5,1D,1T,1
LREN3,MGLU3,1D,1H,1
PETR4,VIVA3,1D,1T,3
BRKM5,MRVE3,1D,1H,3
ELET3,PETR3,1D,1H,1
ENEV3,RDOR3,1D,1S,1
BRAV3,KLBN11,1D,1H,3
ELET3,MBRF3,1D,1S,2
CPLE6,YDUQ3,1D,1H,2
ITUB4,SUZB3,1D,1S,1
CYRE3,GGBR4,1D,1H,3
COGN3,DIRR3,1D,1S,2
SLCE3,TOTS3,1D,1H,3
CYRE3,EMBR3,1D,1H,2
BBSE3,EQTL3,1D,1T,2
AZZA3,EQTL3,1D,1S,3
BRKM5,PETR4,1D,1T,3
ASAI3,SBSP3,1D,1H,3
CPLE6,VAMO3,1D,1S,2
CMIN3,IRBR3,1D,1T,2
CYRE3,GGBR4,1D,1S,2
CMIG4,PCAR3,1D,1H,3
EQTL3,HAPV3,1D,1S,3
ISAE4,ITUB4,1D,1T,1
POMO4,TIMS3,1D,1S,2
BRAV3,CXSE3,1D,1H,3
CPFE3,RDOR3,1D,1H,2
EQTL3,SANB11,1D,1S,2
BBDC4,MRVE3,1D,1H,1
MULT3,RAIL3,1D,1T,1
GOAU4,SBSP3,1D,1T,1
HYPE3,RDOR3,1D,1H,2
SBSP3,USIM5,1D,1T,2
BBSE3,CVCB3,1D,1S,3
PETR3,CSNA3,1D,1T,1
BRAP4,PRIO3,1D,1S,2
RAIL3,TAEE11,1D,1S,3
EGIE3,GOAU4,1D,1H,1
COGN3,MULT3,1D,1H,1
RENT3,UGPA3,1D,1T,3
SUZB3,TIMS3,1D,1S,2
ISAE4,MRVE3,1D,1T,2
PETR4,VBBR3,1D,1S,1
EQTL3,RADL3,1D,1S,2
CSAN3,ITSA4,1D,1T,3
MGLU3,MBRF3,1D,1T,2
EMBR3,ITSA4,1D,1T,3
BRAV3,TOTS3,1D,1S,1
EQTL3,TAEE11,1D,1S,1
MOTV3,PSSA3,1D,1H,3
BBDC3,POMO4,1D,1H,2
EQTL3,RECV3,1D,1S,2
MOTV3,VAMO3,1D,1T,2
AURE3,MOTV3,1D,1S,1
BRAP4,IRBR3,1D,1S,3
IRBR3,RDOR3,1D,1S,1
CEAB3,COGN3,1D,1H,1
CSAN3,EGIE3,1D,1S,2
BBDC4,ISAE4,1D,1S,3
FLRY3,VALE3,1D,1H,3
ELET6,ITUB4,1D,1H,1
ITSA4,PETR3,1D,1T,3
AURE3,ENEV3,1D,1T,2
IGTI11,RDOR3,1D,1T,2
GGBR4,KLBN11,1D,1T,1
ALOS3,ABEV3,1D,1T,2
PETR3,RADL3,1D,1T,2
VIVT3,VIVA3,1D,1T,2
CMIG4,NATU3,1D,1H,2
GOAU4,PCAR3,1D,1S,1
ASAI3,BEEF3,1D,1S,3
B3SA3,SANB11,1D,1T,1
DIRR3,ITUB4,1D,1S,3
CXSE3,MRVE3,1D,1S,1
AZZA3,MRVE3,1D,1T,3
CVCB3,CYRE3,1D,1S,3
ASAI3,CMIG4,1D,1S,3
GOAU4,RENT3,1D,1S,2
CPLE6,CYRE3,1D,1T,1
CVCB3,HAPV3,1D,1T,1
ITUB4,RDOR3,1D,1S,2
ENGI11,RAIL3,1D,1H,2
MGLU3,TAEE11,1D,1H,3
EMBR3,RDOR3,1D,1T,2
SBSP3,TOTS3,1D,1H,2
EMBR3,IRBR3,1D,1T,2
GGBR4,UGPA3,1D,1S,1
BPAC11,POMO4,1D,1H,3
ABEV3,IRBR3,1D,1S,3
DIRR3,MULT3,1D,1H,2
ISAE4,SANB11,1D,1H,3
B3SA3,VAMO3,1D,1H,1
CMIN3,CVCB3,1D,1T,1
BBDC3,MRVE3,1D,1H,2
CVCB3,PSSA3,1D,1T,2
BBAS3,RADL3,1D,1H,2
BBDC4,SLCE3,1D,1T,2
CXSE3,VIVA3,1D,1S,1
IGTI11,SANB11,1D,1T,3
HYPE3,PETR3,1D,1H,1
CMIN3,PCAR3,1D,1S,3
TOTS3,USIM5,1D,1T,1
ALOS3,HYPE3,1D,1H,3
B3SA3,PCAR3,1D,1S,3
VIVT3,UGPA3,1D,1H,3
ELET6,HAPV3,1D,1S,3
IRBR3,MOTV3,1D,1S,3
B3SA3,CMIN3,1D,1S,3
BRAP4,VIVA3,1D,1H,3
BBAS3,USIM5,1D,1S,2
CYRE3,DIRR3,1D,1S,3
CXSE3,PSSA3,1D,1H,2
MULT3,RDOR3,1D,1S,3
CYRE3,EQTL3,1D,1T,2
BRKM5,RENT3,1D,1S,3
TOTS3,VAMO3,1D,1S,3
HYPE3,SANB11,1D,1H,1
ENGI11,PETR3,1D,1S,1
BRAP4,SANB11,1D,1S,3
ISAE4,SMFT3,1D,1H,2
RENT3,POMO4,1D,1H,2
CMIN3,CYRE3,1D,1T,2
KLBN11,SLCE3,1D,1T,3
SUZB3,YDUQ3,1D,1S,2
CEAB3,VIVT3,1D,1H,1
RADL3,UGPA3,1D,1S,3
BBSE3,EQTL3,1D,1T,1
BRAP4,VIVT3,1D,1S,2
IGTI11,TAEE11,1D,1T,2
CXSE3,CSAN3,1D,1H,2
BBDC3,HAPV3,1D,1T,1
CSAN3,GGBR4,1D,1S,1
BRKM5,GGBR4,1D,1T,2
FLRY3,SMFT3,1D,1T,3
BRKM5,PRIO3,1D,1H,2
BBDC4,CXSE3,1D,1H,1
BRAV3,VAMO3,1D,1S,3
PCAR3,RAIL3,1D,1T,2
NATU3,SBSP3,1D,1S,2
BBAS3,SUZB3,1D,1H,2
CPLE6,IGTI11,1D,1H,3
BRAV3,VIVT3,1D,1S,3
BRKM5,VIVT3,1D,1S,2
BRAP4,CSAN3,1D,1T,1
ASAI3,ENGI11,1D,1S,1
ELET6,FLRY3,1D,1T,1
TIMS3,USIM5,1D,1H,2
BPAC11,VIVA3,1D,1S,2
MRVE3,RADL3,1D,1T,1
KLBN11,SLCE3,1D,1H,3
ALOS3,SANB11,1D,1S,3
ABEV3,RENT3,1D,1T,1
PCAR3,PETR4,1D,1T,2
EQTL3,VIVA3,1D,1S,1
PETR3,RECV3,1D,1T,1
GOAU4,RENT3,1D,1S,1
IRBR3,SMFT3,1D,1S,3
EGIE3,TIMS3,1D,1S,3
CMIN3,PCAR3,1D,1H,2
CSAN3,VIVT3,1D,1H,1
ELET3,MRVE3,1D,1S,1
BBDC4,CYRE3,1D,1H,3
CMIN3,RENT3,1D,1H,2
CSAN3,ISAE4,1D,1H,1
ELET3,ISAE4,1D,1S,1
ELET3,ENEV3,1D,1H,1
CEAB3,CSAN3,1D,1T,3
BBAS3,MRVE3,1D,1T,3
ALOS3,VALE3,1D,1S,2
IGTI11,ITSA4,1D,1S,1
BRKM5,BPAC11,1D,1T,3
CPFE3,SMFT3,1D,1S,2
TOTS3,VIVA3,1D,1H,3
CPFE3,ITUB4,1D,1T,1
VIVT3,VALE3,1D,1T,1
DIRR3,MBRF3,1D,1H,2
ABEV3,BBDC3,1D,1H,3
ENEV3,MULT3,1D,1H,1
MULT3,PRIO3,1D,1H,2
ELET6,VIVA3,1D,1T,2
CXSE3,YDUQ3,1D,1H,2
IGTI11,TIMS3,1D,1H,3
SLCE3,TIMS3,1D,1T,3
SMFT3,SUZB3,1D,1S,2
CEAB3,SBSP3,1D,1T,1
CURY3,DIRR3,1D,1S,2
GOAU4,SBSP3,1D,1S,2
EQTL3,HYPE3,1D,1T,2
ALOS3,CMIN3,1D,1T,1
CXSE3,EMBR3,1D,1H,2
AZZA3,IGTI11,1D,1H,2
B3SA3,RDOR3,1D,1S,3
AURE3,CSAN3,1D,1S,3
EQTL3,MOTV3,1D,1H,3
CVCB3,PETR3,1D,1S,3
ELET3,VIVT3,1D,1T,3
AURE3,VIVA3,1D,1S,2
GOAU4,VIVA3,1D,1T,3
CYRE3,VAMO3,1D,1S,3
EGIE3,NATU3,1D,1H,1
ELET3,MOTV3,1D,1T,1
RAIZ4,TOTS3,1D,1H,2
ASAI3,PSSA3,1D,1S,3
AURE3,DIRR3,1D,1H,1
RENT3,BEEF3,1D,1T,1
CPFE3,SMFT3,1D,1S,1
ENEV3,SLCE3,1D,1H,1
DIRR3,ENGI11,1D,1H,2
BBAS3,PETR3,1D,1H,3
PETR3,VAMO3,1D,1H,1
PRIO3,SMFT3,1D,1T,1
CPLE6,UGPA3,1D,1H,2
BBAS3,HYPE3,1D,1S,2
BBSE3,ITUB4,1D,1H,3
ALOS3,RADL3,1D,1S,3
RENT3,YDUQ3,1D,1T,2
MULT3,USIM5,1D,1T,1
BRAV3,SUZB3,1D,1T,1
RDOR3,VIVT3,1D,1T,3
BBSE3,MRVE3,1D,1S,1
AURE3,SMFT3,1D,1H,1
CURY3,ELET3,1D,1T,1
BBDC4,VIVT3,1D,1T,1
B3SA3,EMBR3,1D,1H,3
SMFT3,TAEE11,1D,1S,2
CYRE3,PETR4,1D,1H,2
UGPA3,WEGE3,1D,1S,2
ISAE4,KLBN11,1D,1S,1
BBSE3,RDOR3,1D,1S,1
CVCB3,VIVT3,1D,1S,1
BBAS3,TOTS3,1D,1S,1
CXSE3,CURY3,1D,1H,3
EGIE3,HYPE3,1D,1T,3
SUZB3,TIMS3,1D,1S,1
ELET3,MBRF3,1D,1T,2
SANB11,YDUQ3,1D,1H,3
ENEV3,TIMS3,1D,1T,1
BRKM5,SUZB3,1D,1H,3
PETR4,VIVT3,1D,1S,2
CPLE6,RENT3,1D,1S,3
VALE3,WEGE3,1D,1T,3
BBDC4,ENGI11,1D,1S,1
GGBR4,RAIL3,1D,1T,2
BRAV3,NATU3,1D,1H,3
B3SA3,PCAR3,1D,1T,3
CVCB3,BEEF3,1D,1T,1
CMIN3,FLRY3,1D,1T,3
ITSA4,PRIO3,1D,1H,1
FLRY3,MRVE3,1D,1H,1
KLBN11,NATU3,1D,1S,2
VBBR3,WEGE3,1D,1S,1
MULT3,PRIO3,1D,1H,1
ASAI3,CMIG4,1D,1S,1
KLBN11,TAEE11,1D,1T,3
ENEV3,YDUQ3,1D,1S,3
BPAC11,MOTV3,1D,1T,1
ABEV3,MBRF3,1D,1S,3
BBSE3,HYPE3,1D,1T,3
PSSA3,SUZB3,1D,1H,2
ELET6,EQTL3,1D,1T,2
CEAB3,RENT3,1D,1H,3
ITUB4,CSNA3,1D,1T,3
ELET3,TIMS3,1D,1T,3
EGIE3,RAIL3,1D,1H,2
CMIG4,LREN3,1D,1S,3
PSSA3,VIVT3,1D,1S,3
ASAI3,BPAC11,1D,1T,3
GOAU4,VIVT3,1D,1T,1
GGBR4,VIVT3,1D,1H,3
CMIG4,ISAE4,1D,1T,3
BBSE3,HYPE3,1D,1S,3
BBDC4,CPLE6,1D,1H,1
AZZA3,ISAE4,1D,1S,1
CMIG4,RDOR3,1D,1S,3
MOTV3,RECV3,1D,1T,2
CURY3,MRVE3,1D,1S,3
CYRE3,MRVE3,1D,1T,1
ABEV3,RAIL3,1D,1T,1
MBRF3,MULT3,1D,1H,1
BRAV3,ELET6,1D,1T,2
BBDC4,USIM5,1D,1S,2
RENT3,MBRF3,1D,1T,2
AURE3,IGTI11,1D,1T,3
COGN3,MOTV3,1D,1S,2
CEAB3,BEEF3,1D,1H,2
BBDC4,BRAP4,1D,1H,2
CXSE3,LREN3,1D,1T,1
EQTL3,GOAU4,1D,1T,2
BBSE3,EQTL3,1D,1S,3
CEAB3,SMFT3,1D,1H,3
BRAP4,DIRR3,1D,1S,2
CVCB3,DIRR3,1D,1S,1
RADL3,UGPA3,1D,1T,1
VIVT3,VBBR3,1D,1H,1
RENT3,VIVT3,1D,1T,1
BRAP4,CSAN3,1D,1S,3
ALOS3,UGPA3,1D,1S,3
EGIE3,PCAR3,1D,1T,2
DIRR3,VAMO3,1D,1S,1
CSAN3,CPFE3,1D,1H,1
ISAE4,RECV3,1D,1H,2
CMIG4,NATU3,1D,1S,2
CMIN3,SLCE3,1D,1S,2
B3SA3,BBAS3,1D,1H,3
BBDC4,RENT3,1D,1H,2
CVCB3,TAEE11,1D,1H,2
ITSA4,SBSP3,1D,1S,1
ASAI3,ISAE4,1D,1T,3
BBSE3,BPAC11,1D,1S,2
ITSA4,SUZB3,1D,1S,3
ELET6,MGLU3,1D,1H,2
PCAR3,VAMO3,1D,1T,2
EMBR3,PETR4,1D,1S,3
ISAE4,TIMS3,1D,1H,2
DIRR3,ITUB4,1D,1H,3
CPLE6,VIVA3,1D,1S,1
CVCB3,MOTV3,1D,1S,3
RDOR3,SANB11,1D,1H,2
B3SA3,PSSA3,1D,1H,2
CMIN3,ENEV3,1D,1H,3
CXSE3,SMFT3,1D,1T,3
SANB11,TAEE11,1D,1T,1
ITSA4,RAIZ4,1D,1S,2
CMIG4,ELET6,1D,1T,2
B3SA3,LREN3,1D,1H,3
RAIZ4,VIVT3,1D,1T,3
CSAN3,PETR4,1D,1H,3
ELET3,YDUQ3,1D,1T,2
AURE3,EGIE3,1D,1T,2
MGLU3,POMO4,1D,1H,1
MULT3,RAIZ4,1D,1S,2
AURE3,CYRE3,1D,1T,2
AZZA3,EMBR3,1D,1H,2
PCAR3,SBSP3,1D,1H,2
BBDC4,BRKM5,1D,1H,2
CEAB3,TIMS3,1D,1T,3
EMBR3,HAPV3,1D,1T,3
BRAP4,CSAN3,1D,1T,3
ENEV3,USIM5,1D,1T,2
LREN3,TAEE11,1D,1S,3
BEEF3,VIVA3,1D,1S,1
CVCB3,VIVT3,1D,1H,1
BRKM5,NATU3,1D,1S,3
MBRF3,VIVA3,1D,1T,3
GOAU4,SBSP3,1D,1H,2
HYPE3,TOTS3,1D,1T,3
SUZB3,YDUQ3,1D,1T,1
BPAC11,KLBN11,1D,1T,3
EQTL3,VIVA3,1D,1H,2
CPLE6,BEEF3,1D,1S,2
BRKM5,BRAV3,1D,1T,2
BBAS3,MGLU3,1D,1S,1
ITSA4,MBRF3,1D,1T,3
GOAU4,CSNA3,1D,1S,2
ELET3,RADL3,1D,1H,3
CEAB3,GOAU4,1D,1S,2
RDOR3,VIVA3,1D,1H,3
HYPE3,SUZB3,1D,1H,1
ALOS3,CPLE6,1D,1T,2
B3SA3,RAIL3,1D,1H,3
BRAV3,IGTI11,1D,1S,2
B3SA3,BBDC4,1D,1T,2
BEEF3,PETR4,1D,1S,2
SMFT3,VIVT3,1D,1H,3
BBDC4,VBBR3,1D,1H,3
BBDC4,IRBR3,1D,1H,1
EGIE3,GGBR4,1D,1S,2
MOTV3,TIMS3,1D,1H,2
IGTI11,RECV3,1D,1T,1
HAPV3,RAIZ4,1D,1T,2
ALOS3,CPFE3,1D,1S,1
BBDC4,SMFT3,1D,1T,1
PETR4,VIVA3,1D,1S,2
BRKM5,WEGE3,1D,1H,2
TOTS3,VAMO3,1D,1H,2
ELET3,ENEV3,1D,1S,3
B3SA3,RDOR3,1D,1H,2
CPFE3,CVCB3,1D,1T,2
RDOR3,TOTS3,1D,1H,3
EQTL3,MBRF3,1D,1T,1
CXSE3,SLCE3,1D,1T,2
AZZA3,CMIN3,1D,1H,2
FLRY3,RENT3,1D,1T,1
GGBR4,UGPA3,1D,1S,2
ENEV3,HYPE3,1D,1H,2
CPFE3,VIVA3,1D,1S,3
RENT3,VALE3,1D,1S,1
CYRE3,VAMO3,1D,1T,1
POMO4,RADL3,1D,1T,3
AURE3,BEEF3,1D,1T,2
PETR3,VBBR3,1D,1T,3
CURY3,RENT3,1D,1H,2
AZZA3,KLBN11,1D,1S,3
BBDC4,CXSE3,1D,1T,3
CVCB3,PSSA3,1D,1H,3
ISAE4,MOTV3,1D,1S,1
GOAU4,PRIO3,1D,1T,2
CMIN3,RENT3,1D,1S,1
IGTI11,VALE3,1D,1S,1
IGTI11,VAMO3,1D,1T,1
BBAS3,MRVE3,1D,1S,1
BRAV3,SBSP3,1D,1H,2
ISAE4,RAIZ4,1D,1S,3
GGBR4,VIVA3,1D,1T,2
PSSA3,SBSP3,1D,1S,2
PETR4,TOTS3,1D,1T,1
MULT3,WEGE3,1D,1S,2
BRKM5,MRVE3,1D,1H,1
EQTL3,MBRF3,1D,1T,2
HYPE3,SMFT3,1D,1H,3
ISAE4,PETR3,1D,1S,2
PETR4,RDOR3,1D,1T,3
BRKM5,EGIE3,1D,1S,2
CEAB3,VBBR3,1D,1T,1
BPAC11,CYRE3,1D,1S,1
CYRE3,VBBR3,1D,1T,3
LREN3,MRVE3,1D,1S,3
CSAN3,ELET3,1D,1S,1
CYRE3,TAEE11,1D,1T,2
RADL3,SMFT3,1D,1H,3
SLCE3,UGPA3,1D,1S,1
AURE3,VAMO3,1D,1T,1
BBDC4,HYPE3,1D,1S,3
ALOS3,VIVA3,1D,1S,2
ITSA4,NATU3,1D,1T,3
AURE3,UGPA3,1D,1S,2
ALOS3,RENT3,1D,1S,2
ELET6,TAEE11,1D,1T,2
CYRE3,WEGE3,1D,1T,1
SUZB3,YDUQ3,1D,1H,3
VAMO3,VIVA3,1D,1S,1
SLCE3,SMFT3,1D,1S,1
EGIE3,LREN3,1D,1T,3
ABEV3,SMFT3,1D,1T,1
HAPV3,VALE3,1D,1T,3
BBAS3,BRAV3,1D,1T,1
DIRR3,GGBR4,1D,1H,1
ENGI11,RAIZ4,1D,1S,2
BBDC4,KLBN11,1D,1H,3
TAEE11,TIMS3,1D,1T,1
EQTL3,GGBR4,1D,1H,1
GGBR4,HAPV3,1D,1T,2
CXSE3,CPFE3,1D,1T,3
CVCB3,PRIO3,1D,1S,2
ASAI3,DIRR3,1D,1T,1
CMIG4,BEEF3,1D,1S,2
BBDC3,BPAC11,1D,1S,1
BBDC3,LREN3,1D,1S,2
SANB11,YDUQ3,1D,1S,2
LREN3,RAIL3,1D,1H,2
EMBR3,RDOR3,1D,1S,1
ALOS3,BEEF3,1D,1T,1
CMIN3,SMFT3,1D,1T,3
CVCB3,WEGE3,1D,1H,3
ENGI11,TIMS3,1D,1S,1
BBAS3,VIVT3,1D,1T,3
CXSE3,VIVA3,1D,1T,1
BRAP4,KLBN11,1D,1H,2
CSAN3,USIM5,1D,1H,3
ITUB4,SLCE3,1D,1S,1
BRAP4,PCAR3,1D,1H,3
SBSP3,SMFT3,1D,1H,3
AURE3,MBRF3,1D,1H,1
ENGI11,ITSA4,1D,1H,1
COGN3,TOTS3,1D,1T,2
MOTV3,SMFT3,1D,1H,2
CURY3,HYPE3,1D,1H,3
ENGI11,VALE3,1D,1T,3
MOTV3,YDUQ3,1D,1T,1
CVCB3,SLCE3,1D,1T,1
RAIZ4,VIVT3,1D,1S,1
MOTV3,RDOR3,1D,1H,2
MOTV3,PCAR3,1D,1T,2
MOTV3,VAMO3,1D,1S,2
BBAS3,DIRR3,1D,1S,3
BBAS3,PSSA3,1D,1T,2
BBSE3,PETR4,1D,1H,2
ENEV3,PSSA3,1D,1S,2
ELET3,KLBN11,1D,1S,3
BRAV3,VALE3,1D,1S,3
CVCB3,IGTI11,1D,1H,2
ENEV3,USIM5,1D,1H,2
PCAR3,SBSP3,1D,1S,3
BBDC4,SMFT3,1D,1S,3
PETR4,SANB11,1D,1T,1
MOTV3,YDUQ3,1D,1H,2
BRAV3,IGTI11,1D,1T,2
ELET3,SLCE3,1D,1T,3
ITUB4,VALE3,1D,1S,1
PSSA3,TOTS3,1D,1S,1
CVCB3,TOTS3,1D,1T,3
CSAN3,TAEE11,1D,1H,3
ELET3,RAIZ4,1D,1T,2
SBSP3,VBBR3,1D,1S,1
